t;ref;u_ml;omega_ml;u_mr;omega_mr
4.6419;6.2832;9.2564;5.9840;9.9576;5.9840
4.6519;6.2832;9.5369;5.9840;6.7320;6.7320
4.6619;6.2832;6.3112;6.7320;9.8178;5.9839
4.6719;6.2832;9.3970;5.9839;6.5918;6.7320
4.6819;6.2832;6.1710;6.7320;9.6771;5.9840
4.6919;6.2832;9.2564;5.9840;9.9576;5.9840
4.7019;6.2832;6.0308;6.7320;10.2385;5.9839
4.7119;6.2832;9.1165;5.9839;7.0125;6.7320
4.7219;6.2832;5.8906;6.7320;6.5918;6.7320
4.7319;6.2832;8.9759;5.9840;9.6771;5.9840
4.7419;6.2832;9.2564;5.9840;9.9580;5.9839
4.7519;6.2832;9.5373;5.9839;6.7321;6.7320
4.7619;6.2832;6.3113;6.7320;9.8174;5.9840
4.7719;6.2832;9.3966;5.9840;6.5918;6.7320
4.7819;6.2832;9.6771;5.9840;9.6771;5.9840
4.7919;6.2832;6.4515;6.7320;6.4515;6.7320
4.8019;6.2832;9.5373;5.9839;9.5373;5.9839
4.8119;6.2832;6.3113;6.7320;6.3113;6.7320
4.8219;6.2832;9.3966;5.9840;9.3966;5.9840
4.8319;6.2832;6.1710;6.7320;9.6775;5.9839
4.8419;6.2832;9.2568;5.9839;9.9577;5.9840
4.8520;6.2832;6.0308;6.7320;6.7320;6.7320
4.8620;6.2832;9.1162;5.9840;9.8174;5.9840
4.8720;6.2832;9.3966;5.9840;6.5917;6.7320
4.8820;6.2832;6.1710;6.7320;9.6775;5.9839
4.8920;6.2832;9.2568;5.9839;9.9576;5.9840
4.9020;6.2832;6.0308;6.7320;10.2381;5.9840
4.9120;6.2832;9.1161;5.9840;7.0125;6.7320
4.9220;6.2832;9.3966;5.9840;6.5917;6.7320
4.9320;6.2832;6.1710;6.7320;9.6775;5.9839
4.9420;6.2832;5.7507;6.7319;9.9576;5.9840
4.9520;6.2832;8.8357;5.9840;10.2386;5.9839
4.9620;6.2832;9.1161;5.9840;7.0126;6.7320
4.9720;6.2832;9.3970;5.9839;6.5918;6.7320
4.9820;6.2832;9.6772;5.9840;6.1711;6.7320
4.9920;6.2832;6.4515;6.7320;9.2564;5.9840
5.0020;6.2832;9.5369;5.9840;9.5369;5.9840
5.0120;6.2832;6.3112;6.7320;6.3112;6.7320
5.0220;6.2832;9.3970;5.9839;9.3970;5.9839
5.0320;6.2832;9.6771;5.9840;6.1711;6.7320
5.0420;6.2832;6.4515;6.7320;9.2564;5.9840
5.0520;6.2832;6.0308;6.7320;6.0308;6.7320
5.0620;6.2832;9.1161;5.9840;9.1161;5.9840
5.0720;6.2832;9.3970;5.9839;9.3970;5.9839
5.0820;6.2832;9.6771;5.9840;9.6771;5.9840
5.0920;6.2832;9.9581;5.9839;9.9581;5.9839
5.1020;6.2832;6.7321;6.7320;10.2382;5.9840
5.1121;6.2832;6.3113;6.7320;7.0125;6.7320
5.1221;6.2832;5.8906;6.7320;6.5918;6.7320
5.1321;6.2832;8.9759;5.9840;9.6771;5.9840
5.1421;6.2832;12.7629;5.2360;9.9580;5.9839
5.1521;6.2832;6.7321;6.7320;6.7321;6.7320
5.1621;6.2832;6.3113;6.7320;6.3113;6.7320
5.1721;6.2832;9.3967;5.9840;9.3967;5.9840
5.1821;6.2832;6.1710;6.7320;9.6771;5.9840
5.1921;6.2832;9.2568;5.9839;9.9580;5.9839
5.2021;6.2832;9.5369;5.9840;6.7320;6.7320
5.2121;6.2832;6.3113;6.7320;6.3113;6.7320
5.2221;6.2832;9.3966;5.9840;9.3966;5.9840
5.2321;6.2832;9.6776;5.9839;9.6776;5.9839
5.2421;6.2832;6.4516;6.7320;6.4516;6.7320
5.2521;6.2832;9.5369;5.9840;9.5369;5.9840
5.2621;6.2832;6.3113;6.7320;6.3113;6.7320
5.2721;6.2832;9.3966;5.9840;9.3966;5.9840
5.2821;6.2832;9.6775;5.9839;9.6775;5.9839
5.2921;6.2832;6.4516;6.7320;9.9577;5.9840
5.3021;6.2832;9.5369;5.9840;6.7320;6.7320
5.3121;6.2832;6.3113;6.7320;9.8174;5.9840
5.3221;6.2832;9.3971;5.9839;10.0983;5.9839
5.3321;6.2832;9.6772;5.9840;6.8723;6.7320
5.3421;6.2832;6.4515;6.7320;9.9576;5.9840
5.3521;6.2832;9.5369;5.9840;10.2386;5.9839
5.3621;6.2832;6.3113;6.7320;7.0126;6.7320
5.3722;6.2832;9.3971;5.9839;6.5918;6.7320
5.3822;6.2832;6.1711;6.7320;6.1711;6.7320
5.3922;6.2832;9.2564;5.9840;9.2564;5.9840
5.4022;6.2832;9.5369;5.9840;6.0308;6.7320
5.4122;6.2832;6.3113;6.7320;9.1161;5.9840
5.4222;6.2832;9.3970;5.9839;9.3970;5.9839
5.4322;6.2832;9.6772;5.9840;9.6772;5.9840
5.4422;6.2832;6.4515;6.7320;6.4515;6.7320
5.4522;6.2832;6.0308;6.7320;9.5373;5.9839
5.4622;6.2832;9.1166;5.9839;6.3113;6.7320
5.4722;6.2832;9.3967;5.9840;9.3967;5.9840
5.4822;6.2832;9.6771;5.9840;9.6771;5.9840
5.4922;6.2832;6.4515;6.7320;9.9581;5.9839
5.5022;6.2832;9.5373;5.9839;6.7321;6.7320
5.5122;6.2832;6.3113;6.7320;9.8174;5.9840
5.5222;6.2832;9.3967;5.9840;6.5918;6.7320
5.5322;6.2832;9.6771;5.9840;9.6771;5.9840
5.5422;6.2832;9.9580;5.9839;9.9580;5.9839
5.5522;6.2832;6.7321;6.7320;10.2382;5.9840
5.5622;6.2832;6.3113;6.7320;7.0125;6.7320
5.5722;6.2832;5.8901;6.7321;6.5918;6.7320
5.5822;6.2832;8.9763;5.9839;9.6776;5.9839
5.5922;6.2832;9.2568;5.9839;9.9572;5.9841
5.6023;6.2832;9.5365;5.9841;10.2385;5.9839
5.6122;6.2832;6.3112;6.7320;7.0125;6.7320
5.6223;6.2832;9.3970;5.9839;10.0983;5.9839
5.6323;6.2832;9.6776;5.9839;6.8723;6.7320
5.6423;6.2832;9.9581;5.9839;9.9581;5.9839
5.6523;6.2832;6.7321;6.7320;6.7321;6.7320
5.6623;6.2832;6.3114;6.7320;6.3114;6.7320
5.6723;6.2832;9.3963;5.9841;9.3963;5.9841
5.6823;6.2832;6.1710;6.7320;9.6775;5.9839
5.6923;6.2832;9.2568;5.9839;9.9581;5.9839
5.7023;6.2832;9.5374;5.9839;10.2378;5.9841
5.7123;6.2832;6.3114;6.7320;7.0125;6.7320
5.7223;6.2832;9.3963;5.9841;6.5917;6.7320
5.7323;6.2832;6.1710;6.7320;9.6775;5.9839
5.7423;6.2832;9.2568;5.9839;9.9581;5.9839
5.7523;6.2832;6.0308;6.7320;10.2378;5.9841
5.7623;6.2832;9.1166;5.9839;7.0125;6.7320
5.7723;6.2832;9.3963;5.9841;10.0983;5.9839
5.7823;6.2832;6.1710;6.7320;6.8723;6.7320
5.7923;6.2832;5.7502;6.7320;9.9581;5.9839
5.8023;6.2832;8.8360;5.9839;6.7321;6.7320
5.8123;6.2832;9.1166;5.9839;9.8170;5.9841
5.8223;6.2832;9.3962;5.9841;10.0983;5.9839
5.8323;6.2832;9.6775;5.9839;6.8723;6.7320
5.8424;6.2832;6.4515;6.7320;9.9581;5.9839
5.8524;6.2832;9.5373;5.9839;10.2377;5.9841
5.8624;6.2832;6.3113;6.7320;7.0125;6.7320
5.8724;6.2832;9.3962;5.9841;6.5917;6.7320
5.8824;6.2832;9.6775;5.9839;9.6775;5.9839
5.8924;6.2832;6.4515;6.7320;9.9581;5.9839
5.9024;6.2832;9.5373;5.9839;10.2386;5.9839
5.9124;6.2832;6.3113;6.7320;10.5183;5.9841
5.9224;6.2832;9.3971;5.9839;7.2930;6.7320
5.9324;6.2832;6.1711;6.7320;6.8723;6.7320
5.9424;6.2832;9.2560;5.9841;9.9581;5.9839
5.9524;6.2832;6.0308;6.7320;6.7321;6.7320
5.9624;6.2832;9.1166;5.9839;9.8179;5.9839
5.9724;6.2832;9.3971;5.9839;10.0975;5.9841
5.9824;6.2832;6.1711;6.7320;10.3788;5.9839
5.9924;6.2832;9.2560;5.9841;7.1528;6.7320
6.0024;6.2832;6.0308;6.7320;6.7321;6.7320
6.0124;12.5664;38.5690;5.9839;35.7637;6.7320
6.0224;12.5664;37.7269;7.4800;37.7269;7.4800
6.0324;12.5664;24.9644;11.2200;28.4710;10.4719
6.0424;12.5664;19.2145;12.7159;23.4215;11.9680
6.0524;12.5664;12.0612;14.2120;9.9580;14.9599
6.0624;12.5664;10.5193;14.2118;11.2197;14.2120
6.0724;12.5664;8.9758;14.2120;9.6778;14.2118
6.0824;12.5664;7.4339;14.2118;8.1343;14.2120
6.0924;12.5664;5.8903;14.2120;6.5924;14.2118
6.1024;12.5664;4.3475;14.2120;5.0488;14.2120
6.1125;12.5664;6.3113;13.4640;3.5060;14.2120
6.1225;12.5664;8.9763;12.7159;8.9763;12.7159
6.1325;12.5664;5.3296;13.4640;8.8361;12.7159
6.1425;12.5664;7.9946;12.7159;8.6950;12.7161
6.1525;12.5664;7.8535;12.7161;12.0621;11.9678
6.1625;12.5664;11.2206;11.9678;9.1158;12.7161
6.1725;12.5664;8.2742;12.7161;8.9763;12.7159
6.1825;12.5664;11.6413;11.9678;12.3417;11.9680
6.1925;12.5664;8.6959;12.7159;9.3970;12.7159
6.2025;12.5664;8.5548;12.7161;12.7634;11.9678
6.2125;12.5664;11.9219;11.9678;9.8170;12.7161
6.2225;12.5664;8.9755;12.7161;9.6776;12.7159
6.2325;12.5664;12.3426;11.9678;9.5374;12.7159
6.2425;12.5664;9.3963;12.7161;9.3963;12.7161
6.2525;12.5664;9.2568;12.7159;12.7633;11.9678
6.2625;12.5664;9.1166;12.7159;13.3236;11.9680
6.2725;12.5664;8.9755;12.7161;13.8845;11.9680
6.2825;12.5664;8.8360;12.7159;7.4332;13.4640
6.2925;12.5664;8.6958;12.7159;13.6048;11.9678
6.3025;12.5664;8.5548;12.7161;7.1529;13.4640
6.3125;12.5664;11.9218;11.9678;13.3235;11.9680
6.3225;12.5664;8.9764;12.7159;6.8723;13.4640
6.3325;12.5664;12.3418;11.9680;13.0439;11.9678
6.3425;12.5664;9.3971;12.7159;6.5919;13.4640
6.3526;12.5664;5.7504;13.4640;12.7626;11.9680
6.3626;12.5664;11.9211;11.9680;9.8179;12.7159
6.3726;12.5664;8.9764;12.7159;9.6768;12.7161
6.3826;12.5664;8.8353;12.7161;9.5373;12.7159
6.3926;12.5664;8.6958;12.7159;9.3971;12.7159
6.4026;12.5664;12.0613;11.9680;12.7626;11.9680
6.4126;12.5664;9.1165;12.7159;9.8178;12.7159
6.4226;12.5664;8.9763;12.7159;13.1833;11.9680
6.4326;12.5664;8.8353;12.7161;10.2386;12.7159
6.4426;12.5664;8.6958;12.7159;10.0984;12.7159
6.4526;12.5664;8.5556;12.7159;9.9573;12.7161
6.4626;12.5664;11.9210;11.9680;13.3244;11.9678
6.4726;12.5664;8.9763;12.7159;10.3780;12.7161
6.4826;12.5664;8.8361;12.7159;10.2386;12.7159
6.4926;12.5664;12.2016;11.9680;6.5918;13.4640
6.5026;12.5664;9.2569;12.7159;9.2569;12.7159
6.5126;12.5664;9.1158;12.7161;12.6223;11.9680
6.5226;12.5664;8.9763;12.7159;9.6776;12.7159
6.5326;12.5664;8.8361;12.7159;9.5365;12.7161
6.5426;12.5664;8.6950;12.7161;12.9036;11.9678
6.5526;12.5664;8.5555;12.7159;9.9573;12.7161
6.5626;12.5664;11.9219;11.9678;9.8178;12.7159
6.5726;12.5664;8.9756;12.7161;13.1841;11.9678
6.5826;12.5664;8.8361;12.7159;10.2378;12.7161
6.5926;12.5664;12.2015;11.9680;10.0983;12.7159
6.6026;12.5664;9.2568;12.7159;9.9581;12.7159
6.6126;12.5664;9.1166;12.7159;13.3236;11.9680
6.6226;12.5664;8.9755;12.7161;6.8723;13.4640
6.6326;12.5664;8.8361;12.7159;13.0430;11.9680
6.6426;12.5664;8.6959;12.7159;6.5918;13.4640
6.6527;12.5664;8.5548;12.7161;12.7634;11.9678
6.6627;12.5664;11.9218;11.9678;9.8170;12.7161
6.6727;12.5664;8.9755;12.7161;9.6776;12.7159
6.6827;12.5664;8.8360;12.7159;13.0430;11.9680
6.6927;12.5664;12.2024;11.9678;10.0983;12.7159
6.7027;12.5664;5.7504;13.4640;9.9581;12.7159
6.7127;12.5664;11.9211;11.9680;9.8179;12.7159
6.7227;12.5664;8.9764;12.7159;13.1834;11.9680
6.7327;12.5664;8.8353;12.7161;10.2386;12.7159
6.7427;12.5664;12.2024;11.9678;10.0976;12.7161
6.7527;12.5664;9.2561;12.7161;9.9581;12.7159
6.7627;12.5664;9.1166;12.7159;9.8179;12.7159
6.7727;12.5664;8.9764;12.7159;9.6768;12.7161
6.7827;12.5664;8.8353;12.7161;13.0439;11.9678
6.7927;12.5664;12.2024;11.9678;10.0975;12.7161
6.8027;12.5664;5.7504;13.4640;9.9581;12.7159
6.8127;12.5664;11.9211;11.9680;9.8179;12.7159
6.8227;12.5664;8.9764;12.7159;9.6777;12.7159
6.8327;12.5664;8.8362;12.7159;13.0431;11.9680
6.8427;12.5664;8.6951;12.7161;13.6041;11.9680
6.8527;12.5664;8.5556;12.7159;7.1528;13.4640
6.8627;12.5664;11.9210;11.9680;9.8178;12.7159
6.8727;12.5664;8.9763;12.7159;9.6776;12.7159
6.8827;12.5664;8.8361;12.7159;13.0431;11.9680
6.8927;12.5664;8.6951;12.7161;10.0984;12.7159
6.9027;12.5664;12.0621;11.9678;9.9573;12.7161
6.9127;12.5664;9.1158;12.7161;9.8178;12.7159
6.9227;12.5664;8.9763;12.7159;9.6776;12.7159
6.9328;12.5664;8.8361;12.7159;13.0431;11.9680
6.9428;12.5664;8.6959;12.7159;10.0984;12.7159
6.9528;12.5664;8.5548;12.7161;9.9582;12.7159
6.9628;12.5664;11.9219;11.9678;9.8171;12.7161
6.9728;12.5664;8.9756;12.7161;9.6776;12.7159
6.9828;12.5664;8.8361;12.7159;13.0431;11.9680
6.9928;12.5664;12.2016;11.9680;10.0983;12.7159
7.0028;12.5664;9.2568;12.7159;9.9581;12.7159
7.0128;12.5664;9.1166;12.7159;9.8171;12.7161
7.0228;12.5664;5.4699;13.4640;9.6776;12.7159
7.0328;12.5664;11.6406;11.9680;13.0430;11.9680
7.0428;12.5664;12.2015;11.9680;10.0983;12.7159
7.0528;12.5664;5.7503;13.4640;9.9581;12.7159
7.0628;12.5664;11.9219;11.9678;9.8179;12.7159
7.0728;12.5664;8.9764;12.7159;13.1825;11.9682
7.0828;12.5664;8.8362;12.7159;10.2385;12.7159
7.0928;12.5664;8.6943;12.7163;10.0983;12.7159
7.1028;12.5664;8.5555;12.7159;9.9581;12.7159
7.1128;12.5664;8.4153;12.7159;9.8179;12.7159
7.1228;12.5664;11.7816;11.9678;9.6777;12.7159
7.1328;12.5664;8.8362;12.7159;9.5375;12.7159
7.1428;12.5664;12.2008;11.9682;12.9021;11.9682
7.1528;12.5664;5.7502;13.4640;9.9581;12.7159
7.1628;12.5664;11.9218;11.9678;13.3244;11.9678
7.1728;12.5664;8.9764;12.7159;10.3790;12.7159
7.1828;12.5664;8.8362;12.7159;10.2370;12.7163
7.1929;12.5664;12.2008;11.9682;6.5917;13.4640
7.2029;12.5664;5.7502;13.4640;12.7633;11.9678
7.2129;12.5664;11.9218;11.9678;9.8179;12.7159
7.2229;12.5664;8.9764;12.7159;9.6777;12.7159
7.2329;12.5664;8.8362;12.7159;13.0422;11.9682
7.2429;12.5664;12.2007;11.9682;10.0982;12.7159
7.2529;12.5664;5.7520;13.4636;9.9580;12.7159
7.2629;12.5664;11.9203;11.9682;13.3244;11.9678
7.2729;12.5664;8.9763;12.7159;10.3790;12.7159
7.2829;12.5664;8.8362;12.7159;10.2388;12.7159
7.2929;12.5664;8.6960;12.7159;10.0968;12.7163
7.3029;12.5664;8.5558;12.7159;9.9580;12.7159
7.3129;12.5664;11.9203;11.9682;9.8178;12.7159
7.3229;12.5664;8.9763;12.7159;13.1842;11.9678
7.3329;12.5664;8.8361;12.7159;10.2387;12.7159
7.3429;12.5664;12.2025;11.9678;10.0968;12.7163
7.3529;12.5664;5.7505;13.4640;9.9580;12.7159
7.3629;12.5664;11.9203;11.9682;9.8178;12.7159
7.3729;12.5664;8.9763;12.7159;9.6776;12.7159
7.3829;12.5664;8.8361;12.7159;13.0440;11.9678
7.3929;12.5664;8.6959;12.7159;13.6033;11.9682
7.4029;12.5664;12.0623;11.9678;7.1527;13.4640
7.4130;12.5664;9.1150;12.7163;9.8178;12.7159
7.4230;12.5664;5.4697;13.4640;9.6776;12.7159
7.4330;12.5664;11.6413;11.9678;13.0439;11.9678
7.4430;12.5664;8.6959;12.7159;10.0985;12.7159
7.4530;12.5664;8.5557;12.7159;9.9565;12.7163
7.4630;12.5664;11.9203;11.9682;9.8178;12.7159
7.4730;12.5664;8.9763;12.7159;13.1841;11.9678
7.4830;12.5664;8.8361;12.7159;10.2387;12.7159
7.4930;12.5664;8.6959;12.7159;10.0985;12.7159
7.5030;12.5664;8.5557;12.7159;9.9583;12.7159
7.5130;12.5664;11.9220;11.9678;9.8163;12.7163
7.5230;12.5664;8.9748;12.7163;13.1841;11.9678
7.5330;12.5664;8.8360;12.7159;10.2387;12.7159
7.5430;12.5664;12.2024;11.9678;10.0985;12.7159
7.5530;12.5664;9.2570;12.7159;9.9583;12.7159
7.5630;12.5664;9.1168;12.7159;9.8163;12.7163
7.5730;12.5664;8.9748;12.7163;9.6775;12.7159
7.5830;12.5664;8.8360;12.7159;13.0439;11.9678
7.5930;12.5664;8.6958;12.7159;10.0984;12.7159
7.6030;12.5664;8.5556;12.7159;9.9583;12.7159
7.6130;12.5664;11.9220;11.9678;9.8163;12.7163
7.6230;12.5664;8.9766;12.7159;13.1841;11.9678
7.6330;12.5664;8.8346;12.7163;10.2386;12.7159
7.6430;12.5664;8.6958;12.7159;10.0984;12.7159
7.6531;12.5664;12.0622;11.9678;9.9582;12.7159
7.6631;12.5664;9.1167;12.7159;9.8180;12.7159
7.6731;12.5664;8.9765;12.7159;9.6761;12.7163
7.6831;12.5664;8.8346;12.7163;13.0438;11.9678
7.6931;12.5664;12.2023;11.9678;10.0984;12.7159
7.7031;12.5664;5.7504;13.4640;9.9582;12.7159
7.7131;12.5664;11.9219;11.9678;9.8180;12.7159
7.7231;12.5664;8.9765;12.7159;9.6760;12.7163
7.7331;12.5664;8.8345;12.7163;13.0438;11.9678
7.7431;12.5664;8.6958;12.7159;10.0984;12.7159
7.7531;12.5664;8.5556;12.7159;9.9582;12.7159
7.7631;12.5664;11.9219;11.9678;9.8180;12.7159
7.7731;12.5664;8.9765;12.7159;13.1826;11.9682
7.7831;12.5664;8.8363;12.7159;10.2386;12.7159
7.7931;12.5664;8.6943;12.7163;10.0984;12.7159
7.8031;12.5664;12.0621;11.9678;9.9582;12.7159
7.8131;12.5664;9.1167;12.7159;9.8180;12.7159
7.8231;12.5664;8.9765;12.7159;9.6778;12.7159
7.8331;12.5664;8.8363;12.7159;13.0423;11.9682
7.8431;12.5664;8.6943;12.7163;13.6049;11.9678
7.8531;12.5664;8.5555;12.7159;7.1529;13.4640
7.8632;12.5664;11.9219;11.9678;13.3245;11.9678
7.8732;12.5664;8.9765;12.7159;10.3791;12.7159
7.8832;12.5664;8.8363;12.7159;10.2371;12.7163
7.8932;12.5664;8.6961;12.7159;10.0983;12.7159
7.9032;12.5664;8.5541;12.7163;9.9581;12.7159
7.9132;12.5664;11.9219;11.9678;9.8179;12.7159
7.9232;12.5664;8.9764;12.7159;9.6777;12.7159
7.9332;12.5664;8.8362;12.7159;13.0423;11.9682
7.9432;12.5664;8.6960;12.7159;10.0983;12.7159
7.9532;12.5664;8.5541;12.7163;9.9581;12.7159
7.9632;12.5664;11.9218;11.9678;9.8179;12.7159
7.9732;12.5664;8.9764;12.7159;9.6777;12.7159
7.9832;12.5664;8.8362;12.7159;13.0423;11.9682
7.9932;12.5664;12.2026;11.9678;10.0983;12.7159
8.0032;12.5664;9.2553;12.7163;9.9581;12.7159
8.0132;12.5664;9.1166;12.7159;9.8179;12.7159
8.0232;12.5664;8.9764;12.7159;9.6777;12.7159
8.0332;12.5664;8.8362;12.7159;13.0440;11.9678
8.0432;12.5664;8.6960;12.7159;10.0968;12.7163
8.0532;12.5664;12.0606;11.9682;9.9581;12.7159
8.0632;12.5664;9.1166;12.7159;9.8179;12.7159
8.0732;12.5664;8.9764;12.7159;9.6777;12.7159
8.0832;12.5664;8.8362;12.7159;13.0440;11.9678
8.0932;12.5664;8.6960;12.7159;13.6034;11.9682
8.1032;12.5664;8.5558;12.7159;7.1528;13.4640
8.1132;12.5664;8.4138;12.7163;13.3244;11.9678
8.1232;12.5664;11.7816;11.9678;6.8724;13.4640
8.1332;12.5664;8.8362;12.7159;9.5375;12.7159
8.1432;12.5664;8.6960;12.7159;12.9038;11.9678
8.1532;12.5664;8.5558;12.7159;9.9566;12.7163
8.1633;12.5664;11.9203;11.9682;9.8178;12.7159
8.1733;12.5664;8.9763;12.7159;13.1842;11.9678
8.1833;12.5664;8.8361;12.7159;10.2388;12.7159
8.1933;12.5664;12.2025;11.9678;10.0986;12.7159
8.2033;12.5664;9.2571;12.7159;9.9566;12.7163
8.2133;12.5664;9.1151;12.7163;13.3244;11.9678
8.2233;12.5664;8.9763;12.7159;10.3789;12.7159
8.2333;12.5664;8.8361;12.7159;10.2387;12.7159
8.2433;12.5664;8.6959;12.7159;10.0985;12.7159
8.2533;12.5664;8.5557;12.7159;9.9583;12.7159
8.2633;12.5664;11.9221;11.9678;9.8164;12.7163
8.2733;12.5664;8.9749;12.7163;9.6776;12.7159
8.2833;12.5664;8.8361;12.7159;13.0439;11.9678
8.2933;12.5664;8.6959;12.7159;10.0985;12.7159
8.3033;12.5664;12.0622;11.9678;9.9583;12.7159
8.3133;12.5664;9.1168;12.7159;9.8163;12.7163
8.3233;12.5664;8.9748;12.7163;13.1841;11.9678
8.3333;12.5664;8.8361;12.7159;10.2387;12.7159
8.3433;12.5664;8.6959;12.7159;10.0985;12.7159
8.3534;12.5664;12.0622;11.9678;9.9583;12.7159
8.3634;12.5664;9.1168;12.7159;9.8181;12.7159
8.3734;12.5664;8.9766;12.7159;9.6761;12.7163
8.3834;12.5664;8.8346;12.7163;13.0439;11.9678
8.3934;12.5664;8.6959;12.7159;10.0985;12.7159
8.4034;12.5664;8.5557;12.7159;9.9583;12.7159
8.4134;12.5664;11.9220;11.9678;13.3228;11.9682
8.4234;12.5664;8.9766;12.7159;10.3788;12.7159
8.4334;12.5664;8.8346;12.7163;10.2386;12.7159
8.4434;12.5664;8.6958;12.7159;6.5919;13.4640
8.4534;12.5664;8.5556;12.7159;12.7635;11.9678
8.4634;12.5664;11.9220;11.9678;9.8181;12.7159
8.4734;12.5664;8.9766;12.7159;9.6761;12.7163
8.4834;12.5664;8.8346;12.7163;13.0439;11.9678
8.4934;12.5664;12.2024;11.9678;10.0984;12.7159
8.5034;12.5664;9.2569;12.7159;9.9582;12.7159
8.5134;12.5664;9.1167;12.7159;9.8180;12.7159
8.5234;12.5664;8.9765;12.7159;9.6778;12.7159
8.5334;12.5664;8.8363;12.7159;13.0424;11.9682
8.5434;12.5664;8.6944;12.7163;10.0984;12.7159
8.5534;12.5664;12.0621;11.9678;9.9582;12.7159
8.5634;12.5664;9.1167;12.7159;9.8180;12.7159
8.5734;12.5664;8.9765;12.7159;13.1826;11.9682
8.5834;12.5664;8.8363;12.7159;10.2386;12.7159
8.5934;12.5664;8.6943;12.7163;10.0984;12.7159
8.6034;12.5664;8.5556;12.7159;9.9582;12.7159
8.6135;12.5664;11.9219;11.9678;9.8180;12.7159
8.6235;12.5664;8.9765;12.7159;9.6778;12.7159
8.6335;12.5664;8.8363;12.7159;13.0424;11.9682
8.6435;12.5664;12.2009;11.9682;10.0984;12.7159
8.6535;12.5664;9.2569;12.7159;9.9582;12.7159
8.6635;12.5664;9.1167;12.7159;13.3245;11.9678
8.6735;12.5664;8.9765;12.7159;10.3791;12.7159
8.6835;12.5664;8.8363;12.7159;10.2371;12.7163
8.6935;12.5664;8.6961;12.7159;10.0983;12.7159
8.7035;12.5664;8.5541;12.7163;9.9582;12.7159
8.7135;12.5664;11.9219;11.9678;13.3245;11.9678
8.7235;12.5664;8.9765;12.7159;10.3791;12.7159
8.7335;12.5664;8.8363;12.7159;10.2371;12.7163
8.7435;12.5664;12.2026;11.9678;6.5936;13.4636
8.7535;12.5664;5.7506;13.4640;9.2554;12.7163
8.7635;12.5664;11.9204;11.9682;12.6232;11.9678
8.7735;12.5664;8.9764;12.7159;9.6777;12.7159
8.7835;12.5664;8.8362;12.7159;13.0441;11.9678
8.7935;12.5664;8.6960;12.7159;10.0969;12.7163
8.8035;12.5664;8.5559;12.7159;9.9581;12.7159
8.8135;12.5664;11.9204;11.9682;13.3245;11.9678
8.8235;12.5664;8.9764;12.7159;10.3790;12.7159
8.8336;12.5664;8.8362;12.7159;10.2388;12.7159
8.8436;12.5664;12.2026;11.9678;10.0969;12.7163
8.8536;12.5664;5.7506;13.4640;9.9581;12.7159
8.8636;12.5664;11.9204;11.9682;6.3114;13.4640
8.8736;12.5664;8.9764;12.7159;12.4829;11.9678
8.8836;12.5664;8.8362;12.7159;13.0440;11.9678
8.8936;12.5664;5.1895;13.4640;6.5921;13.4640
8.9036;12.5664;11.3610;11.9678;12.7619;11.9682
8.9136;12.5664;11.9204;11.9682;9.8179;12.7159
8.9236;12.5664;8.9764;12.7159;9.6777;12.7159
8.9336;12.5664;8.8362;12.7159;13.0440;11.9678
8.9436;12.5664;8.6960;12.7159;10.0986;12.7159
8.9536;12.5664;8.5558;12.7159;9.9566;12.7163
8.9636;12.5664;11.9203;11.9682;13.3244;11.9678
8.9736;12.5664;8.9764;12.7159;6.8724;13.4640
8.9836;12.5664;8.8362;12.7159;13.0440;11.9678
8.9936;12.5664;8.6960;12.7159;10.0986;12.7159
9.0036;12.5664;12.0623;11.9678;9.9584;12.7159
9.0136;25.1327;68.0217;12.7159;68.7213;12.7163
9.0236;25.1327;69.1429;14.9601;66.3391;15.7078
9.0336;25.1327;54.1357;20.1962;61.1488;18.7000
9.0436;25.1327;41.2347;23.9357;42.6355;23.9361
9.0536;25.1327;28.3307;26.9279;36.7461;25.4318
9.0636;25.1327;23.1412;27.6760;25.9461;27.6760
9.0737;25.1327;17.2503;28.4241;20.0570;28.4237
9.0837;25.1327;10.6600;29.1718;13.4634;29.1721
9.0937;25.1327;10.3781;28.4241;13.1848;28.4237
9.1037;25.1327;3.7878;29.1718;10.0978;28.4241
9.1137;25.1327;7.0125;27.6760;10.5187;27.6760
9.1237;25.1327;8.1347;26.9279;8.1344;27.6760
9.1337;25.1327;6.4517;26.9279;9.2566;26.9279
9.1437;25.1327;4.7687;26.9279;7.5736;26.9279
9.1537;25.1327;6.5922;26.1799;9.3971;26.1799
9.1637;25.1327;5.6105;26.1799;11.9220;25.4318
9.1737;25.1327;11.6401;24.6841;11.6416;25.4318
9.1837;25.1327;12.0625;24.6838;18.3725;23.9361
9.1937;25.1327;12.4816;24.6841;15.9896;24.6838
9.2037;25.1327;9.3974;25.4318;16.4087;24.6841
9.2137;25.1327;16.1283;23.9361;13.3245;25.4318
9.2237;25.1327;10.2389;25.4318;16.5489;24.6841
9.2337;25.1327;16.9698;23.9361;16.9713;24.6838
9.2437;25.1327;11.0804;25.4318;17.3904;24.6841
9.2537;25.1327;14.3065;24.6838;14.3062;25.4318
9.2637;25.1327;14.7257;24.6841;17.5323;24.6838
9.2737;25.1327;11.6415;25.4318;14.4449;25.4322
9.2837;25.1327;14.8658;24.6841;17.6725;24.6838
